GMHI,Richness,Evenness,Shannon,Inverse Simpson
0.2438,110,0.5958,3.4239,20.6393
0.1513,85,0.4896,2.8135,9.2189
1.1048,101,0.5767,3.3137,16.7297
-0.15,89,0.5823,3.3459,17.333
1.9137,51,0.2957,1.6994,2.4904
-3.716,92,0.5837,3.3539,21.1361
0.2183,87,0.5538,3.1824,14.6648
3.8574,65,0.5599,3.2171,16.583
-0.0237,71,0.5544,3.1857,16.4651
1.0396,56,0.4865,2.7958,9.5016
1.1524,70,0.5487,3.1529,16.4038
0.7601,53,0.51,2.9305,9.6444
2.1195,49,0.2681,1.5407,2.0741
3.4318,53,0.5084,2.9211,12.2573
1.4978,37,0.3672,2.1102,5.6652
3.7227,66,0.4768,2.7396,7.0118
1.5723,66,0.3713,2.1338,3.1392
2.2954,63,0.5009,2.8783,12.1084
2.5064,57,0.4719,2.7114,7.1005
1.3084,45,0.3209,1.8437,2.8418
2.9621,43,0.5048,2.9005,11.923
3.2422,45,0.2748,1.5788,2.4844
1.21,88,0.5675,3.261,16.2799
1.033,92,0.5757,3.3083,12.9108
2.2408,40,0.5027,2.8887,10.862
-1.1838,48,0.5387,3.0953,15.6298
2.3694,53,0.5296,3.043,13.9893
-1.1493,42,0.4236,2.4341,8.3159
-0.5869,35,0.4033,2.3177,7.3055
-1.5053,37,0.4562,2.6213,8.1009
3.718,56,0.5616,3.2271,16.4775
-0.4249,45,0.4384,2.519,7.1174
0.4644,81,0.4542,2.6099,6.8037
1.0254,79,0.5739,3.2979,18.2602
0.5999,56,0.4722,2.7136,9.1014
-1.4295,36,0.3247,1.8659,4.4959
0.0129,90,0.54,3.103,13.3339
1.2289,62,0.5079,2.9187,11.1991
-0.0026,92,0.5777,3.3198,17.0303
1.3313,75,0.5551,3.1896,14.648
1.9996,68,0.4527,2.6012,7.5857
0.1491,99,0.5807,3.3369,19.6208
2.3502,82,0.5714,3.2834,16.5763
0.806,72,0.515,2.9595,9.1921
0.6057,69,0.4818,2.7687,9.3228
0.9002,96,0.5834,3.3524,17.7031
0.8911,99,0.5469,3.1426,10.815
1.2794,95,0.5646,3.2443,16.2396
-1.0907,41,0.405,2.3273,7.0098
2.1753,80,0.5126,2.9455,9.9044
0.7057,97,0.5925,3.4047,19.1109
0.8357,91,0.5786,3.3245,19.1244
2.3275,81,0.5425,3.1172,11.8073
0.7319,85,0.5364,3.0823,11.2557
-1.7069,91,0.4294,2.4675,4.7409
1.1673,86,0.4786,2.75,7.9993
-0.46,80,0.5316,3.0548,11.9947
-0.0922,81,0.5504,3.1626,15.9014
-0.9094,83,0.4641,2.6671,5.7636
-1.4011,71,0.574,3.2982,19.7167
0.5429,98,0.5933,3.4095,16.8171
-0.2141,89,0.5894,3.3871,16.8344
1.785,51,0.2878,1.6535,2.5101
1.1718,108,0.5909,3.3954,18.5068
1.7522,77,0.5442,3.127,13.0576
0.6541,99,0.5833,3.3516,17.9514
1.4247,79,0.4914,2.8237,7.9885
2.5579,67,0.5101,2.9312,13.1717
0.1303,81,0.5528,3.1764,15.6968
2.6146,81,0.5656,3.2499,15.6666
0.2715,77,0.5917,3.3999,21.1584
1.3221,96,0.5723,3.2885,15.8165
2.6556,80,0.589,3.3844,20.5453
2.4054,70,0.5538,3.1823,15.584
0.3147,103,0.5486,3.1523,11.7726
1.4012,98,0.6002,3.449,19.9196
1.0493,61,0.4526,2.6005,7.8072
1.1234,65,0.5328,3.0618,14.2728
2.6049,65,0.5648,3.2453,16.3542
1.2912,81,0.5226,3.003,13.8087
-1.1971,69,0.4156,2.3879,5.3851
2.2065,63,0.5081,2.9198,11.492
2.6032,76,0.5038,2.8947,10.1817
2.7627,68,0.3713,2.1335,4.5715
2.4747,80,0.508,2.9189,10.067
1.0415,90,0.5819,3.3439,19.6094
1.1405,94,0.5601,3.2185,14.807
0.8401,77,0.4274,2.456,4.4705
0.6822,103,0.5978,3.435,21.2629
0.5535,76,0.5294,3.0419,15.2541
0.9146,73,0.5259,3.0217,13.8593
1.7514,80,0.5406,3.1064,12.676
1.0279,86,0.5379,3.0912,12.362
0.1334,74,0.5189,2.9816,11.9391
-0.1861,77,0.5375,3.0884,14.8916
3.3141,74,0.3802,2.1849,3.3957
0.2412,74,0.3761,2.1609,4.7637
0.9953,79,0.5143,2.9555,11.4817
1.0602,76,0.5754,3.3063,19.0834
0.0058,65,0.5126,2.9453,13.2498
-4.0918,51,0.4071,2.3392,7.2374
0.7413,89,0.4783,2.7483,7.6345
2.1105,89,0.5263,3.0243,11.5161
1.2572,82,0.3965,2.2782,4.1237
0.9114,74,0.5,2.8729,10.3094
1.1829,80,0.3996,2.296,3.6869
-2.1708,72,0.4685,2.6922,10.2737
0.4504,79,0.5146,2.9569,11.9616
0.0531,72,0.3633,2.0874,3.304
0.8957,66,0.5517,3.1703,16.298
1.0234,94,0.5779,3.3205,17.2006
1.5888,77,0.5631,3.2358,17.6278
-1.8801,84,0.4873,2.8,10.713
0.7024,71,0.3774,2.1685,4.1015
2.4821,85,0.5125,2.9452,8.1912
-1.437,67,0.2787,1.6017,2.3355
2.2034,88,0.3576,2.0548,2.9308
-2.1221,71,0.4029,2.3151,6.597
1.156,91,0.5545,3.1861,14.4473
2.5059,79,0.4864,2.7949,8.7681
2.838,78,0.4011,2.3051,3.9173
1.567,86,0.4709,2.7059,8.2335
0.8205,76,0.5128,2.9469,11.1509
-0.137,113,0.5485,3.1516,13.3408
2.3561,52,0.4461,2.5634,6.9085
1.6742,81,0.3374,1.9385,3.0061
-4.0371,65,0.4213,2.4211,7.4895
2.0745,70,0.4685,2.6923,7.0884
1.8759,93,0.545,3.1314,13.1191
-0.4445,92,0.5127,2.9463,12.3242
0.7731,49,0.3625,2.0829,4.8018
-0.5303,77,0.5122,2.9433,11.5772
1.0301,70,0.3762,2.1619,3.6081
1.8162,93,0.5023,2.8861,9.2712
1.8655,77,0.5897,3.3883,21.29
2.3236,72,0.5096,2.9283,11.7411
0.872,93,0.534,3.0683,10.1392
0.8278,98,0.5616,3.2268,13.8858
2.1111,91,0.4739,2.723,6.3234
1.2942,57,0.4221,2.4254,6.2783
-0.2987,100,0.5312,3.0524,9.1566
2.1029,86,0.4397,2.5266,4.9938
1.6648,67,0.4566,2.6239,6.1541
2.0846,89,0.5355,3.0771,9.8403
1.2257,92,0.5406,3.1066,11.2666
0.9586,81,0.5454,3.1338,12.9667
0.3757,84,0.5088,2.9235,11.1274
1.1204,61,0.44,2.5281,6.8367
1.6526,94,0.5381,3.0922,11.9211
0.138,94,0.5151,2.9598,10.0878
1.479,81,0.4849,2.7864,9.7403
1.4806,75,0.4976,2.8591,10.0852
3.8952,75,0.5689,3.2692,16.0955
2.9305,80,0.4712,2.7079,8.6297
1.7885,86,0.5718,3.2858,16.4056
1.0972,77,0.5333,3.0645,15.4135
1.2372,79,0.5176,2.974,11.9259
0.2193,86,0.555,3.1894,16.4944
1.1273,85,0.5335,3.0659,13.8124
1.9702,68,0.3836,2.2041,3.5135
3.2834,81,0.5181,2.977,10.4025
0.0089,87,0.4962,2.8512,10.4237
2.0493,85,0.5772,3.3168,16.2768
2.5544,75,0.4669,2.6827,6.6746
1.3492,81,0.3716,2.135,3.2359
0.3628,81,0.5238,3.0101,13.5913
1.677,90,0.5396,3.1008,11.6632
1.4571,66,0.3539,2.0336,3.1586
1.6,88,0.5227,3.0034,10.4341
1.4214,76,0.5259,3.0217,12.9245
-1.0982,88,0.5318,3.0559,13.276
1.4628,90,0.5151,2.9601,11.4503
0.031,63,0.4577,2.6301,8.3031
0.6842,61,0.4279,2.4587,7.4329
1.7987,79,0.5426,3.118,15.3035
0.8177,80,0.5298,3.0443,12.4382
2.7956,66,0.3485,2.0025,2.9012
-0.109,73,0.4471,2.5693,8.4654
-0.2332,105,0.5293,3.0414,12.8195
-2.8312,79,0.4748,2.7286,8.979
0.7023,76,0.4962,2.8515,10.418
1.5573,84,0.6146,3.5314,26.4
2.1119,73,0.4808,2.7626,8.778
2.2388,70,0.5694,3.2718,18.5438
-1.0685,85,0.5691,3.2701,15.6023
-0.1493,81,0.5545,3.1864,16.3406
2.7472,73,0.4572,2.6273,6.2691
1.8673,64,0.4978,2.8607,9.9788
2.2939,60,0.5256,3.0202,13.3377
-0.0059,55,0.4397,2.5265,7.4057
-2.5689,62,0.3272,1.8804,2.5974
-1.5456,80,0.5636,3.2387,14.8686
2.5917,69,0.5409,3.1082,11.0207
1.7247,78,0.5424,3.117,13.6542
-1.3977,63,0.2733,1.5706,3.2704
1.515,73,0.5671,3.2585,15.0294
-0.6555,75,0.5169,2.9703,12.707
2.1119,73,0.5514,3.1684,15.1955
-0.1755,119,0.5368,3.0848,9.6316
-0.6027,92,0.5394,3.0995,13.1144
3.1295,65,0.5617,3.2277,16.3175
-1.0327,72,0.5564,3.1972,16.4425
0.2389,75,0.5663,3.2542,17.226
1.1812,67,0.4775,2.744,8.339
-2.4771,74,0.4682,2.6903,8.7398
-0.7841,86,0.6006,3.4512,20.6455
2.2559,66,0.4691,2.6956,8.2825
-0.11,89,0.5451,3.1325,12.9556
-0.3951,89,0.5587,3.2104,15.0484
-0.8041,83,0.3875,2.2264,3.8994
-3.8581,94,0.5022,2.886,9.6735
-1.8006,46,0.4426,2.5432,9.998
1.1331,82,0.5429,3.1199,12.3651
0.8828,61,0.5088,2.9239,11.5931
-3.6148,44,0.3824,2.1975,5.59
1.6897,71,0.4755,2.7321,9.9562
1.1274,54,0.4491,2.5809,8.6811
0.8152,72,0.4373,2.5129,5.6774
-0.0652,73,0.4929,2.8322,11.4729
1.2844,75,0.5897,3.3884,22.2304
-2.0957,102,0.6014,3.4558,20.3249
-0.2284,105,0.5915,3.3987,19.6268
-0.3066,78,0.4862,2.7939,8.2292
-1.5742,37,0.4755,2.7325,10.2776
-0.1899,97,0.5554,3.1912,13.8199
0.6581,66,0.4957,2.8483,10.7054
-0.1739,77,0.5487,3.1527,15.2853
-0.3399,113,0.4811,2.7647,9.8376
0.403,94,0.5807,3.3366,16.2116
-1.1305,94,0.5779,3.3209,18.7193
-2.4656,72,0.4987,2.8656,10.5554
2.3624,64,0.458,2.6316,7.0226
0.2781,99,0.5364,3.0822,10.9391
-0.3402,60,0.4886,2.8075,8.7895
0.9944,99,0.5795,3.3302,20.7075
-1.3426,95,0.5795,3.3298,16.9762
0.3874,85,0.463,2.6607,6.3901
0.8783,75,0.4232,2.4316,5.7826
-3.9337,93,0.3754,2.1571,4.2049
-0.4481,95,0.5749,3.3033,16.4678
-1.5178,73,0.5265,3.0256,15.1212
1.3381,71,0.5504,3.1628,16.4635
-1.9169,78,0.5911,3.3968,23.3413
0.0072,73,0.5416,3.1124,12.6176
2.4328,58,0.3686,2.1182,3.9897
1.4595,81,0.521,2.994,10.6958
-0.0424,64,0.4102,2.3571,6.1839
1.061,82,0.5108,2.9353,8.828
-4.4606,76,0.5628,3.234,19.1131
0.1327,64,0.5042,2.897,11.8289
-0.6289,99,0.5683,3.2654,15.902
-0.6398,82,0.5407,3.1071,14.5516
1.5273,78,0.4816,2.7673,7.9132
0.6027,87,0.4517,2.5955,7.6448
0.5873,81,0.5374,3.0878,14.4273
1.3232,88,0.5562,3.1958,10.8471
0.6565,81,0.6444,3.7028,29.8878
1.7582,69,0.519,2.9821,12.9516
0.9932,90,0.5539,3.183,15.5904
-2.5207,94,0.5255,3.0194,12.9006
-0.8402,71,0.505,2.9018,9.3239
-2.9627,86,0.5098,2.9295,10.7669
3.7757,52,0.4038,2.3203,5.1055
-0.6547,79,0.5215,2.9967,12.231
1.561,71,0.4849,2.7865,7.0162
-0.7676,94,0.5742,3.2994,13.674
0.0243,74,0.4553,2.6165,6.7336
0.326,95,0.4111,2.3622,5.7322
1.098,72,0.4983,2.8636,8.7849
4.1399,62,0.5777,3.3195,19.7415
1.4767,81,0.5544,3.1858,14.0087
-1.861,48,0.4855,2.7898,11.0376
-0.5135,101,0.5888,3.3834,19.9372
-0.051,68,0.5139,2.953,10.7195
-3.409,75,0.4934,2.835,10.2565
3.476,55,0.521,2.9937,11.1749
1.0033,69,0.4637,2.6645,5.6297
-1.212,112,0.5843,3.3573,14.3348
3.1106,58,0.4735,2.7207,8.7284
-0.3103,90,0.6031,3.4653,18.6245
-4.0228,71,0.391,2.2468,5.1182
0.1464,80,0.5548,3.1883,14.4072
-0.1989,57,0.354,2.0341,4.039
-1.8719,51,0.5215,2.9969,14.5041
-3.3662,78,0.5556,3.1928,13.531
0.3197,92,0.5765,3.3127,16.1943
0.3159,77,0.5528,3.1762,17.0
0.4316,55,0.5207,2.9919,13.9353
0.6239,73,0.5254,3.0191,11.7631
-0.7321,99,0.581,3.3383,16.3853
0.973,63,0.4881,2.8049,9.9472
-2.8067,73,0.5019,2.8842,11.5137
-4.0944,76,0.5037,2.8942,10.4928
2.9934,25,0.2987,1.7164,3.0469
-0.6632,56,0.4934,2.8354,11.3142
-1.6979,67,0.4835,2.7784,9.9474
-2.4923,102,0.6032,3.466,20.768
-0.381,91,0.5502,3.1614,15.2078
-1.3125,63,0.5529,3.1771,16.3058
-0.8878,57,0.4609,2.6482,6.9993
1.1498,31,0.3732,2.1442,6.2068
-2.1276,87,0.5179,2.9762,12.0567
-4.7255,41,0.3733,2.1453,5.2449
1.9667,63,0.4876,2.8019,8.7102
-1.7116,72,0.4599,2.6429,8.6922
2.4646,74,0.5281,3.0349,12.3142
-0.9633,103,0.5435,3.1231,11.2004
-0.0934,86,0.5759,3.3092,19.331
0.5769,75,0.4815,2.7669,7.9547
0.0146,80,0.5132,2.9487,10.0516
-0.2615,101,0.5847,3.36,14.3028
-0.3252,77,0.5223,3.0014,12.5253
1.5501,76,0.5162,2.9664,11.8289
0.5285,69,0.5424,3.1168,13.82
2.1507,70,0.5846,3.3595,19.9769
0.9617,79,0.5514,3.1684,13.7487
-0.4742,60,0.5047,2.9,11.3379
0.9648,67,0.4406,2.5317,6.1045
-0.5574,97,0.549,3.1545,13.1488
-1.0823,90,0.578,3.3212,18.2534
3.5751,71,0.4718,2.7112,8.1127
2.2053,67,0.5551,3.1899,14.6789
1.8264,77,0.5601,3.2184,14.9221
1.7109,63,0.4359,2.505,6.4805
2.1352,63,0.4921,2.8279,10.4734
-1.8462,56,0.3019,1.7345,3.4794
0.0151,90,0.5705,3.2781,18.0853
2.1794,72,0.5047,2.8999,9.2874
1.1115,94,0.5657,3.2508,12.9352
-0.1173,92,0.6287,3.6124,26.7552
0.7883,70,0.5449,3.1312,14.3025
-4.5616,59,0.4595,2.6401,8.7276
0.9255,62,0.5563,3.1964,17.448
0.2384,76,0.5064,2.9098,8.5789
-0.3198,92,0.5894,3.3868,18.6498
0.6149,94,0.5871,3.3736,19.5078
-1.8425,67,0.514,2.9534,13.2979
2.7829,67,0.4386,2.5204,6.2967
0.7437,64,0.5096,2.9285,11.8514
0.9007,75,0.5644,3.2432,18.1787
-3.932,61,0.3575,2.0543,4.972
-2.484,87,0.5394,3.0996,14.3582
0.4208,65,0.5171,2.9715,13.7962
-0.1419,77,0.5177,2.9747,12.3815
-0.4701,75,0.547,3.1434,15.2627
-0.3634,55,0.489,2.81,11.6255
1.5466,61,0.3662,2.1045,3.4295
2.4425,74,0.5781,3.3217,17.7008
0.334,82,0.6103,3.5069,22.9123
1.0361,71,0.5393,3.0989,12.9201
0.0352,48,0.409,2.3505,6.2942
2.1167,60,0.5097,2.929,12.6943
-3.2964,49,0.4204,2.4157,6.8954
-0.3601,74,0.5048,2.9008,10.2219
1.8289,75,0.4612,2.65,5.932
-0.3873,93,0.5278,3.0329,11.4741
-0.0838,73,0.5432,3.1212,11.8565
-0.3357,69,0.5095,2.9279,10.0771
-0.5776,75,0.4968,2.8546,9.9971
-2.4242,97,0.6011,3.4542,21.1453
1.0074,98,0.5981,3.4366,20.893
-3.3185,67,0.4894,2.8122,10.6286
1.676,56,0.4524,2.5996,8.8593
-0.1343,66,0.4253,2.444,5.7272
0.7113,71,0.5189,2.9819,12.7319
-0.0113,76,0.5211,2.9944,11.9936
0.4132,66,0.5674,3.2602,18.3227
1.3679,66,0.5305,3.0482,13.1588
0.2004,76,0.5335,3.0655,14.8988
0.4204,84,0.6024,3.4617,22.2798
-2.0182,73,0.4749,2.7288,8.6014
0.8008,89,0.5008,2.8777,8.3535
-3.3991,60,0.3277,1.883,3.9497
2.1924,70,0.5005,2.8758,9.6612
-0.6114,59,0.4767,2.7391,8.263
1.5182,53,0.4954,2.8466,13.1908
1.3759,79,0.5064,2.9099,10.4167
1.477,67,0.5137,2.952,12.9855
0.1071,61,0.4634,2.6629,8.5228
0.865,100,0.5033,2.8919,7.6713
2.731,76,0.4139,2.3784,4.2315
0.2125,70,0.4686,2.693,7.4055
1.1944,103,0.5825,3.3472,15.8691
-0.6707,69,0.5198,2.987,12.8276
-0.1969,78,0.5542,3.1847,17.0917
1.7629,83,0.5887,3.3826,19.8909
0.0566,103,0.5721,3.2875,17.5862
2.5702,69,0.5651,3.2471,18.48
0.5155,86,0.5958,3.4235,21.6553
1.7767,84,0.582,3.3442,18.5087
1.1756,87,0.5942,3.4143,18.524
-0.4739,97,0.5584,3.2085,13.2559
1.6443,75,0.5125,2.9449,13.0988
2.3877,80,0.5424,3.1167,12.9202
1.4934,84,0.5395,3.1003,14.7546
1.2237,81,0.5097,2.9289,12.3046
2.0014,83,0.5265,3.0251,10.6533
1.372,63,0.5327,3.061,13.2558
1.9436,80,0.5669,3.2575,17.1429
0.6565,106,0.5991,3.4425,20.6282
1.5871,79,0.4955,2.8473,10.6839
0.9426,41,0.4234,2.4329,7.4547
-2.7926,68,0.464,2.666,7.9638
1.6314,79,0.2387,1.3715,1.7485
0.0738,70,0.4405,2.5312,7.29
1.3237,82,0.5826,3.3478,15.5211
1.0815,95,0.5909,3.3952,16.8532
2.1072,73,0.5286,3.0374,10.9568
1.1129,112,0.572,3.2868,14.8299
1.2752,84,0.4307,2.4748,4.7078
1.3772,82,0.52,2.9882,11.0693
0.8992,79,0.5184,2.9786,13.5067
0.2894,75,0.4303,2.4728,5.6935
0.5958,83,0.5766,3.3131,20.9018
1.2695,96,0.5722,3.2883,15.7476
0.5172,110,0.615,3.5342,22.7144
1.5084,94,0.5073,2.9151,9.5648
-0.0958,81,0.5157,2.9634,11.2961
1.2797,80,0.5502,3.1614,14.52
1.5101,93,0.5259,3.0217,12.2641
1.0049,95,0.5679,3.263,17.0429
0.3072,86,0.4572,2.627,6.9389
1.0176,81,0.5208,2.9928,11.0799
0.17,68,0.5511,3.1666,16.8603
0.3516,117,0.5758,3.3088,15.8721
1.2438,84,0.568,3.2638,15.8846
3.4093,66,0.4949,2.844,9.4563
3.4858,84,0.5495,3.1573,15.5534
-1.2446,91,0.5722,3.2881,18.2761
2.4683,91,0.593,3.4078,21.2947
1.6159,89,0.5059,2.9072,10.127
1.355,73,0.4566,2.6236,7.469
1.3839,72,0.4257,2.4461,4.0969
0.9507,86,0.5533,3.1796,14.433
0.5413,89,0.5142,2.9548,9.1904
0.4185,98,0.5701,3.2757,17.4592
-0.7573,85,0.5337,3.067,13.4212
2.1539,66,0.4675,2.6865,7.5002
1.5915,78,0.5307,3.0493,12.6989
1.3178,75,0.4623,2.6565,6.9817
2.8962,74,0.5509,3.1656,16.5548
0.9607,88,0.526,3.0225,10.6847
3.1508,74,0.5705,3.2781,18.4221
0.5469,82,0.5685,3.267,17.1072
2.5356,78,0.5034,2.8929,10.5124
2.6219,88,0.4227,2.429,4.4473
-0.895,59,0.4578,2.6306,10.7497
-1.144,68,0.4915,2.8243,10.4658
0.5066,86,0.5557,3.1933,16.4909
2.1305,92,0.465,2.6721,6.0534
1.0244,89,0.3637,2.0902,2.8011
0.6724,67,0.5274,3.0303,12.3126
0.1364,78,0.5168,2.9696,9.612
2.5085,92,0.6284,3.6109,25.3003
-1.5281,68,0.2932,1.6845,2.3688
1.3082,104,0.6361,3.6554,24.0278
0.8363,87,0.5374,3.0879,12.7338
0.9824,73,0.5139,2.9528,11.4349
1.8553,79,0.574,3.2985,17.2264
2.8883,78,0.5743,3.3001,16.6362
-0.4306,85,0.4625,2.6576,7.6945
2.2104,77,0.2964,1.7029,2.3428
1.6488,76,0.541,3.1087,11.557
1.6551,91,0.5082,2.9203,10.1424
0.851,99,0.5561,3.1952,14.7689
0.8079,92,0.5633,3.2369,14.3019
2.1617,90,0.5778,3.3201,18.3217
0.3029,75,0.5642,3.2421,18.5863
-0.4985,77,0.4625,2.6578,8.1881
-3.0888,67,0.4872,2.7997,9.2737
-2.8059,76,0.4168,2.3952,4.9215
-0.1421,72,0.5027,2.8884,10.7987
-1.6596,38,0.4677,2.6875,11.3666
-0.0774,56,0.355,2.0398,3.4578
1.2214,47,0.4703,2.7024,10.5692
0.4311,57,0.4866,2.7961,9.9635
1.2499,76,0.5255,3.0195,12.2776
-1.0919,51,0.4145,2.3819,6.5793
-0.0422,61,0.483,2.7752,11.5106
-1.6543,55,0.4224,2.4272,8.2773
-1.4694,71,0.459,2.6375,9.0084
-2.23,55,0.4442,2.5527,8.509
0.4868,72,0.3806,2.1872,3.9897
-2.9875,67,0.3949,2.2691,5.0145
2.9193,56,0.4609,2.6487,9.3678
0.7969,66,0.4794,2.7549,8.5901
0.7634,55,0.4945,2.8413,12.6393
0.0008,107,0.5693,3.2711,15.814
-1.1499,37,0.4019,2.3096,6.5342
0.2142,65,0.3314,1.9045,2.8715
-2.8418,69,0.3721,2.1382,3.8486
1.1362,76,0.4093,2.3518,4.9397
1.4402,96,0.6125,3.5196,23.7435
0.9131,60,0.4884,2.8067,11.1028
0.8514,91,0.5444,3.1281,12.3858
0.8621,73,0.5105,2.9337,10.452
0.8997,67,0.5429,3.1199,13.0049
0.3606,63,0.4867,2.7965,9.669
-0.5921,64,0.4581,2.6326,7.7044
1.7902,52,0.4481,2.5749,8.6305
1.5891,82,0.5139,2.9527,10.9436
1.358,77,0.4027,2.3139,5.5451
1.9011,64,0.2094,1.2034,1.651
0.6656,60,0.5251,3.0172,12.8669
-0.5461,54,0.329,1.8902,4.0336
-3.256,51,0.4152,2.3858,7.8437
0.0754,78,0.4702,2.7018,8.5296
2.9303,47,0.4405,2.5313,6.0993
1.2778,75,0.1948,1.1192,1.5192
0.757,69,0.5555,3.1922,16.4482
-4.2462,87,0.5004,2.8753,12.5691
0.7761,73,0.5036,2.8939,11.2199
-1.4609,84,0.4469,2.5678,7.5172
0.4014,87,0.5193,2.9839,12.6718
-0.499,59,0.5164,2.9674,10.1981
3.0456,53,0.4792,2.7534,8.9941
-1.7578,104,0.5713,3.2831,15.432
0.1616,52,0.4744,2.7259,9.7872
-3.7382,73,0.4462,2.5641,7.5709
0.0,48,0.3708,2.1308,3.8337
0.95,87,0.4843,2.7828,7.8926
-2.9223,62,0.4572,2.627,8.1214
2.1194,84,0.3989,2.2921,4.0293
1.6279,85,0.5772,3.3169,18.4241
-3.5937,49,0.3413,1.9613,4.8208
-3.5884,80,0.5156,2.9625,12.9966
0.6075,86,0.5258,3.0212,10.8677
1.0616,75,0.534,3.0682,14.2578
-3.4694,71,0.438,2.517,6.2501
-3.0809,61,0.4459,2.5622,7.5123
0.3523,69,0.4215,2.4222,5.8297
-1.2741,42,0.3395,1.9511,4.5055
0.0006,87,0.5079,2.9187,9.3495
0.1526,79,0.5307,3.0494,12.426
0.825,54,0.4607,2.6475,8.4821
-1.4979,76,0.5322,3.058,14.1229
-1.3538,80,0.4878,2.8032,10.5044
0.6336,64,0.4021,2.3108,6.1728
-0.6546,67,0.487,2.7986,9.0186
-1.1082,84,0.5207,2.9923,12.8834
1.2911,93,0.5716,3.2843,16.752
-1.6043,69,0.4225,2.4278,5.2293
1.6297,73,0.501,2.8788,9.8765
-4.181,63,0.4604,2.6454,8.0568
3.0659,63,0.4558,2.6189,8.3313
0.924,79,0.3714,2.1339,2.9038
2.0076,52,0.4364,2.5079,6.975
0.3317,67,0.554,3.1832,14.7885
1.462,36,0.4891,2.8107,12.4278
-2.7907,64,0.4044,2.3239,5.1572
0.0,26,0.2813,1.6163,3.2617
0.0,26,0.2653,1.5242,2.5979
0.2333,61,0.4492,2.5812,8.0867
2.3603,56,0.2382,1.3688,1.9147
-1.4809,72,0.5182,2.9779,12.4396
0.0949,54,0.3483,2.0014,3.4772
1.4277,79,0.5634,3.2372,17.7012
0.2762,87,0.5774,3.3177,17.8469
2.9131,60,0.4363,2.5071,6.3673
0.7372,99,0.6329,3.6367,24.1398
-1.4177,58,0.5086,2.9222,11.9406
1.9025,56,0.6165,3.5423,27.2946
0.5029,61,0.4488,2.5789,7.1285
-3.9599,66,0.4589,2.6368,8.8722
0.9901,61,0.5211,2.9941,13.1051
1.5036,65,0.5149,2.9587,12.0834
0.6506,74,0.518,2.9764,12.3267
0.7753,78,0.4611,2.6493,7.4528
0.0,48,0.275,1.58,2.2654
-0.7974,108,0.4408,2.5327,5.9655
-1.7048,82,0.3857,2.2165,5.392
-0.6517,107,0.4854,2.7893,7.1853
-3.3108,86,0.5081,2.9198,10.9191
3.1171,84,0.5725,3.2899,16.4144
-2.6069,115,0.5778,3.32,16.0959
0.492,80,0.2529,1.4529,1.8995
0.8871,77,0.4825,2.7726,9.7104
-4.2768,77,0.5017,2.883,11.5468
-0.0473,105,0.5181,2.9772,10.9785
-0.9619,88,0.4999,2.8723,9.5594
-1.5343,101,0.5444,3.128,15.233
-1.1832,103,0.5667,3.2563,16.6759
-2.8269,99,0.5256,3.0204,10.6771
-0.0485,116,0.6442,3.7018,26.66
-0.1373,112,0.4522,2.5986,5.9243
-1.1413,96,0.5782,3.3222,18.304
-0.0606,96,0.5499,3.1601,13.306
-3.7757,74,0.4162,2.3917,6.0905
-1.4058,69,0.2949,1.6948,2.917
-1.4456,112,0.5177,2.9747,11.7608
-0.3186,99,0.4418,2.5389,5.4221
-0.2775,73,0.4627,2.6588,7.7634
0.3365,105,0.5033,2.8923,11.371
0.5998,71,0.5047,2.9004,10.2101
-2.9951,64,0.4169,2.3954,6.9206
-0.3291,54,0.3411,1.96,3.8388
0.2921,104,0.5408,3.1076,13.7526
-1.5401,108,0.5195,2.9853,11.4247
-4.0105,110,0.5111,2.9366,11.3185
0.1418,97,0.568,3.2639,16.5471
1.3667,80,0.4544,2.6112,5.991
0.1519,78,0.4228,2.4294,7.1073
1.4277,93,0.4695,2.6981,7.6084
-1.2508,110,0.5659,3.2517,16.1322
-4.5416,104,0.5513,3.1681,14.8688
-0.5274,95,0.5683,3.2658,16.2116
-1.1604,63,0.4565,2.6229,9.4311
-0.1395,82,0.4237,2.4344,5.5729
-0.167,107,0.4436,2.5488,4.7767
0.4653,107,0.617,3.5454,21.4145
0.3026,113,0.4994,2.8697,10.0334
-0.1533,64,0.2081,1.1958,1.6502
-1.4472,84,0.4966,2.8537,11.0859
1.2661,75,0.4821,2.7703,9.4484
0.0159,73,0.4793,2.7541,9.6585
-3.1456,104,0.5474,3.1454,12.5754
-3.5645,110,0.5245,3.014,12.9653
0.6591,82,0.452,2.5972,7.9845
0.2172,63,0.4942,2.8399,11.4714
-3.7886,78,0.4253,2.4441,7.1257
1.1478,78,0.4544,2.6111,7.4399
0.8002,73,0.4833,2.7769,8.3938
-0.3935,70,0.481,2.7639,9.849
-0.1783,99,0.5028,2.8893,9.1186
-0.0832,89,0.5226,3.0031,11.5089
-0.5245,116,0.5346,3.0717,10.7294
-0.9344,69,0.4198,2.4125,5.8593
-1.2605,84,0.4526,2.6008,7.7844
-0.1589,106,0.5398,3.1016,14.0953
-3.1279,100,0.4951,2.8452,10.6643
0.2267,84,0.3551,2.0407,2.651
-0.0333,104,0.5518,3.171,13.8123
0.7936,97,0.4447,2.5551,4.9235
-1.1097,80,0.3718,2.1364,4.1775
0.05,68,0.3181,1.8277,2.6718
-2.082,87,0.4701,2.7014,8.45
