GMHI,Richness,Evenness,Shannon,Inverse Simpson
2.3375,85,0.5265,3.0252,11.808
2.8817,77,0.5484,3.1513,14.2112
1.221,88,0.5543,3.1852,14.8614
2.8211,61,0.105,0.6034,1.2287
0.3504,75,0.3785,2.1748,4.7084
0.971,71,0.545,3.1319,13.1802
0.7729,85,0.6086,3.4973,23.2865
0.3941,85,0.5215,2.9966,11.622
0.5876,98,0.5466,3.1411,13.8193
2.5802,90,0.5317,3.0551,12.0239
1.5977,78,0.5802,3.3341,20.5065
1.0161,80,0.5901,3.3907,20.6729
0.4166,98,0.5465,3.1405,11.8797
1.9123,84,0.5757,3.3083,17.516
-0.7794,88,0.4289,2.4645,4.83
1.6989,76,0.4294,2.4675,5.5472
1.7748,79,0.6129,3.522,23.5486
1.0225,76,0.5232,3.0066,12.6287
2.7798,74,0.4837,2.7796,10.8415
2.563,83,0.5815,3.3416,17.6851
4.4104,86,0.5459,3.1367,14.991
1.2326,83,0.5528,3.1767,13.1444
1.0421,66,0.5144,2.9556,11.616
-0.8405,89,0.5692,3.2705,15.6403
2.8766,76,0.5429,3.1198,16.3769
1.4996,96,0.5745,3.3009,16.9338
1.7678,83,0.6181,3.5517,24.3399
1.271,91,0.6029,3.4644,18.2415
1.3268,95,0.5442,3.1268,15.1531
1.6797,71,0.5424,3.1166,15.7136
1.7634,88,0.5357,3.0785,13.0217
1.5037,86,0.6017,3.4576,23.0277
-2.1404,76,0.4656,2.6753,8.8798
-0.9791,91,0.5219,2.9988,11.0409
1.8649,88,0.5618,3.228,15.4696
1.203,73,0.5389,3.0967,12.4037
-0.274,95,0.6299,3.6198,26.5598
2.0816,62,0.4001,2.2988,4.5241
1.584,93,0.5408,3.1075,10.3769
0.9285,95,0.6097,3.5037,23.8342
1.8395,76,0.5618,3.2283,16.8415
4.3134,80,0.6116,3.5145,22.1665
1.783,85,0.585,3.3613,17.356
1.0272,87,0.5498,3.1592,15.8057
3.1519,76,0.5777,3.3196,17.2431
0.991,79,0.6116,3.5144,22.7998
2.7992,43,0.3313,1.9036,3.8887
2.7745,58,0.4939,2.8381,9.7078
2.5311,59,0.5536,3.1809,16.4586
2.4417,74,0.5555,3.1921,12.5195
0.3553,74,0.5315,3.0544,12.4466
2.2781,80,0.4976,2.8591,7.1082
0.5919,77,0.5403,3.1048,14.6223
1.3147,78,0.5166,2.9686,11.2651
4.4921,66,0.2823,1.622,2.1706
2.3179,93,0.5546,3.1867,13.0407
3.6771,76,0.5373,3.0874,10.8246
4.2525,76,0.5481,3.1492,14.2665
3.2386,70,0.5039,2.8953,10.3599
3.0926,60,0.3965,2.2784,4.2505
2.0151,75,0.598,3.4364,20.9259
0.7274,63,0.5232,3.0065,14.7627
3.1083,66,0.5266,3.0261,10.9202
1.1948,66,0.5301,3.0463,11.1352
-0.7194,58,0.4229,2.4299,6.0686
0.5174,96,0.5528,3.1763,11.8878
3.7857,88,0.5451,3.1325,14.0692
1.3943,77,0.5624,3.2319,15.0065
2.8686,83,0.5098,2.9295,7.5372
4.194,85,0.5696,3.273,15.5283
2.346,80,0.6062,3.4832,22.6553
2.7453,81,0.5567,3.1987,12.6948
1.1052,76,0.5621,3.2302,17.8349
2.3869,64,0.5367,3.084,13.9618
0.0003,64,0.4807,2.7623,9.6025
3.3126,73,0.5031,2.8909,10.4368
3.1976,72,0.5284,3.0365,12.6902
1.7148,89,0.5715,3.2838,14.9268
0.5212,77,0.5046,2.8996,10.0896
-1.2389,65,0.5648,3.2455,19.2433
1.0609,69,0.543,3.1199,16.0773
3.1186,61,0.4754,2.7319,7.7452
3.299,70,0.4608,2.648,5.7417
1.5272,54,0.4712,2.7076,9.5416
3.9182,71,0.4806,2.7619,7.2072
1.0908,109,0.4994,2.8699,5.7917
2.1472,69,0.5239,3.0107,11.1305
0.4206,68,0.4911,2.8217,11.7623
3.7361,68,0.4723,2.7138,7.0634
1.8052,72,0.5243,3.0126,11.2555
2.2604,78,0.5591,3.2128,15.9072
2.3352,69,0.5148,2.958,9.3595
4.1076,75,0.5371,3.0861,14.0516
1.7072,61,0.5224,3.0016,13.3258
3.1873,66,0.5689,3.2691,17.1116
-2.5232,75,0.5048,2.9007,10.3984
4.7329,77,0.5153,2.961,9.2711
3.453,67,0.4539,2.6081,6.2034
2.5857,71,0.5094,2.9273,8.8614
3.1145,72,0.6105,3.508,23.4878
2.2137,76,0.5666,3.256,16.9953
1.8653,52,0.4822,2.7709,10.5093
2.9503,79,0.5771,3.3161,18.0129
-0.64,64,0.5076,2.9171,13.1941
1.8567,80,0.5458,3.1363,13.1467
3.7462,71,0.5226,3.0028,13.0367
3.0311,54,0.5228,3.004,13.3804
1.5769,61,0.559,3.2123,16.1677
1.2355,93,0.6272,3.6037,24.3551
3.8191,65,0.4495,2.5831,4.4892
0.3027,71,0.5813,3.34,20.4927
2.5253,71,0.5796,3.3304,18.0686
2.6131,55,0.5489,3.1541,14.1078
4.1657,68,0.5217,2.998,11.6321
2.4249,73,0.5091,2.9252,10.0511
4.1675,67,0.4261,2.4484,4.0148
2.5436,60,0.4902,2.8168,7.8443
4.1479,64,0.5447,3.1299,14.9131
3.3844,70,0.5598,3.2168,15.7774
0.633,87,0.4471,2.5688,4.9737
2.7864,77,0.4071,2.3395,3.6072
2.0544,68,0.5007,2.8771,10.5589
-1.645,64,0.4514,2.5939,7.561
3.8372,64,0.5351,3.0749,12.6554
1.0104,52,0.4206,2.4171,5.0776
1.2341,96,0.5655,3.2496,15.4652
0.533,83,0.5671,3.2588,14.5268
-1.2123,100,0.481,2.7639,7.1711
2.1524,81,0.585,3.3617,19.4276
1.3998,82,0.5311,3.0516,12.5599
3.7792,53,0.3693,2.1223,4.2933
1.2267,85,0.4177,2.4004,3.7198
0.5469,96,0.5948,3.4181,18.6809
2.0756,97,0.5099,2.9301,9.8299
1.0739,102,0.5155,2.962,7.6861
1.9352,72,0.5826,3.3478,20.335
0.5459,81,0.5967,3.4288,19.4884
1.391,75,0.578,3.3216,18.9616
1.509,87,0.4809,2.7632,5.7246
1.4349,84,0.5635,3.2383,16.7179
1.2071,66,0.5485,3.1518,13.8001
2.3826,79,0.5727,3.2908,16.7605
0.2453,67,0.561,3.2235,16.9151
2.3581,79,0.542,3.1143,13.3907
2.1928,66,0.5241,3.0117,12.6478
1.4133,85,0.5557,3.1931,13.204
0.6667,80,0.295,1.695,2.2833
2.4129,83,0.561,3.2234,14.2865
-0.1743,70,0.5815,3.3413,18.8619
1.2087,77,0.5661,3.2528,17.8956
2.5325,72,0.5205,2.991,11.2493
-1.3667,71,0.5013,2.8803,12.1215
1.5315,78,0.5151,2.9596,10.7265
1.237,81,0.5351,3.0746,11.8914
0.6726,84,0.6217,3.5726,25.3224
2.8705,72,0.5236,3.0085,12.2886
1.5353,79,0.5717,3.2852,19.0476
0.7655,69,0.5037,2.8946,7.9627
4.0444,63,0.5504,3.1624,15.1648
-0.1197,69,0.5506,3.1641,15.7612
1.98,68,0.53,3.0453,11.0091
1.6299,65,0.5113,2.9378,11.3829
3.2496,79,0.534,3.0686,11.3181
2.0678,58,0.4961,2.8504,9.9258
0.856,81,0.561,3.2237,16.9694
3.0469,84,0.6407,3.6818,29.0329
2.8347,77,0.5598,3.2167,14.1137
0.7456,77,0.547,3.143,12.9676
3.8098,61,0.5715,3.284,18.6832
2.4798,68,0.5439,3.1255,12.9913
2.6742,65,0.5062,2.9085,10.2316
1.2008,82,0.577,3.3158,19.8432
2.6274,73,0.4799,2.7579,8.3286
1.8542,81,0.4994,2.8698,10.6274
1.6896,69,0.5309,3.0508,13.5214
4.0435,74,0.5637,3.2389,14.8951
1.4916,62,0.4847,2.7851,9.162
1.1591,60,0.4877,2.8024,10.5533
2.3116,91,0.5422,3.1155,12.9319
2.9177,83,0.5685,3.2666,17.5394
2.2236,79,0.5106,2.9342,8.558
3.1522,70,0.559,3.2119,17.4467
1.6653,79,0.5338,3.0671,10.8089
2.1992,81,0.5631,3.236,13.8617
1.799,64,0.5768,3.3143,17.8855
2.4659,62,0.5033,2.8922,10.1938
1.7961,90,0.5669,3.2576,17.2953
1.7338,79,0.5901,3.3911,18.7687
-0.5077,92,0.5637,3.2391,15.2329
3.1191,72,0.5214,2.9963,12.5071
1.4702,63,0.4808,2.7627,9.0795
0.5295,91,0.524,3.0111,9.2864
2.3793,81,0.5706,3.2785,13.0715
2.0689,82,0.5993,3.4437,21.2022
-0.1485,80,0.5658,3.2511,18.1531
0.9756,81,0.5114,2.9386,9.4098
0.7585,94,0.5594,3.2143,12.8766
1.5147,68,0.5281,3.0345,11.4662
-0.6057,93,0.6,3.448,19.6935
4.2695,69,0.5393,3.0987,14.2742
3.0991,73,0.5842,3.3568,20.5141
1.8477,66,0.4882,2.8051,8.5557
0.6649,89,0.5109,2.9355,7.6762
-1.4538,76,0.4927,2.8312,10.3628
-0.7513,104,0.5668,3.2571,16.7916
2.0557,86,0.5616,3.2273,16.6298
3.4618,77,0.4617,2.653,5.0351
-2.4481,91,0.5555,3.1923,15.1483
1.7454,60,0.5323,3.0589,12.4303
1.6319,92,0.5882,3.3802,18.1764
2.9348,78,0.5098,2.9296,11.7207
2.7447,68,0.5043,2.898,8.8339
3.3537,54,0.5047,2.9,10.2141
3.6261,74,0.4872,2.7993,5.9895
0.1509,64,0.5361,3.0804,15.299
3.5965,67,0.5588,3.2109,14.12
1.0474,75,0.6023,3.4611,23.9989
0.2916,61,0.4894,2.8123,11.9226
2.6849,78,0.5609,3.2228,15.217
1.1022,68,0.5611,3.224,16.2028
1.4095,87,0.6037,3.4689,22.7206
1.4716,81,0.493,2.8326,6.9556
0.1176,70,0.5393,3.0987,15.6181
1.2181,58,0.4738,2.7226,8.5524
2.1623,74,0.5503,3.1624,13.8846
0.6103,97,0.5922,3.403,20.477
4.1965,56,0.4326,2.4858,5.7093
2.0213,74,0.5221,3.0002,10.9742
2.6955,70,0.5452,3.133,13.5976
4.1332,65,0.5287,3.0379,14.1736
3.9156,81,0.5553,3.191,14.4319
2.6479,72,0.5284,3.0365,12.6824
2.947,66,0.5054,2.9044,7.6971
0.8347,63,0.518,2.9763,12.1989
3.9565,59,0.384,2.2067,3.5729
3.4682,75,0.5206,2.9915,10.7833
1.721,75,0.574,3.2982,16.2605
2.2237,82,0.5423,3.1163,13.4662
4.3795,68,0.5573,3.2023,15.5376
1.3087,70,0.5536,3.1813,11.4331
2.0006,83,0.5784,3.3236,16.5669
1.9399,77,0.5465,3.1402,12.5674
0.9351,83,0.5731,3.2934,16.0472
-0.793,106,0.5985,3.4389,19.609
-0.3052,71,0.5536,3.1814,16.8349
0.227,90,0.4992,2.8684,7.3926
1.1032,72,0.5606,3.2215,16.7843
2.2711,77,0.5697,3.2738,16.9476
3.022,66,0.5703,3.2769,19.0657
2.8163,71,0.4769,2.7401,6.1971
3.284,66,0.5759,3.3092,17.6338
1.4884,81,0.5576,3.204,16.2169
3.2278,70,0.5764,3.3119,18.2555
-1.2294,58,0.4939,2.838,10.3004
4.1584,64,0.519,2.982,12.5234
-1.6072,58,0.5651,3.247,18.2294
1.6234,88,0.5323,3.0589,10.2013
-0.1298,116,0.6353,3.6506,27.0301
1.2318,82,0.5444,3.1281,11.9648
0.4144,108,0.5382,3.0928,15.2573
1.4015,80,0.5809,3.3382,19.0765
-0.5793,87,0.4471,2.5692,5.5815
0.2409,61,0.5432,3.1213,15.4739
4.2027,73,0.552,3.1716,15.0087
1.3438,72,0.5633,3.237,15.954
-1.2873,74,0.4432,2.5465,6.2058
-0.5459,61,0.4996,2.8711,10.4892
-2.2086,67,0.5148,2.9584,14.2533
0.02,63,0.4919,2.8265,10.0449
1.0163,102,0.567,3.2582,15.8358
3.3526,59,0.3225,1.8531,2.5281
3.7696,55,0.2302,1.3229,1.8563
4.0344,53,0.3505,2.0143,4.0742
3.4613,68,0.523,3.0054,12.4076
1.4641,76,0.5504,3.1628,16.7876
1.6527,71,0.495,2.8447,10.099
1.368,53,0.407,2.3389,5.452
2.5619,62,0.5363,3.0816,14.9039
3.6334,69,0.5528,3.1764,14.9051
3.7452,65,0.5731,3.2931,19.8392
4.3422,73,0.55,3.1607,14.2081
2.3503,65,0.5067,2.9116,12.0371
3.6936,65,0.509,2.9248,11.1649
0.8774,66,0.5096,2.9282,13.3943
1.1072,74,0.511,2.9362,10.3239
0.7807,69,0.5136,2.9513,13.2343
3.4948,59,0.4113,2.3633,4.8615
2.6618,42,0.232,1.3334,1.8821
2.4533,64,0.5329,3.0624,13.7998
3.8872,71,0.5587,3.2103,16.6921
2.9291,58,0.2884,1.6574,2.3288
2.3541,61,0.5131,2.9486,11.6658
2.8433,70,0.4832,2.7763,8.7867
2.5574,60,0.5312,3.0522,15.5043
-2.576,55,0.4647,2.67,7.1216
1.2489,57,0.2525,1.4511,1.9658
1.4314,59,0.4301,2.4714,8.6012
3.6264,52,0.1871,1.0753,1.5722
3.3945,65,0.398,2.287,5.0978
1.1338,64,0.474,2.7238,8.1029
3.5747,57,0.2179,1.2522,1.6836
2.2223,66,0.4748,2.7282,9.9739
3.6705,61,0.5641,3.2415,17.3267
4.1732,68,0.526,3.0226,10.6252
3.3011,67,0.5405,3.1058,12.7187
1.9725,62,0.3992,2.294,5.2205
3.9374,52,0.47,2.7009,10.0359
4.4172,61,0.5694,3.2717,17.0781
1.6598,62,0.3902,2.2421,4.1957
4.3852,60,0.4551,2.615,6.1827
3.5721,65,0.5446,3.1291,14.3429
-1.8908,53,0.4,2.2986,6.1974
1.8038,73,0.4948,2.8434,9.2573
3.362,60,0.5222,3.0004,14.6754
3.5818,60,0.5208,2.9928,12.3507
2.8564,73,0.5368,3.0845,13.6591
1.4604,59,0.4211,2.4199,6.166
3.792,67,0.4964,2.8524,8.7746
1.2884,69,0.5274,3.0306,13.3649
3.645,53,0.4576,2.6295,7.8272
1.8929,112,0.5395,3.0999,14.3265
3.6236,58,0.4642,2.6673,7.3995
1.9124,69,0.5028,2.8892,11.0393
3.253,63,0.3512,2.0178,3.9609
2.6722,90,0.5816,3.3422,19.6049
2.2807,73,0.4982,2.8628,9.8167
4.1487,54,0.3016,1.7331,2.6259
2.1857,50,0.1496,0.8594,1.4174
0.4466,78,0.451,2.5913,7.5674
1.3676,58,0.3845,2.2096,4.8645
3.3785,74,0.4764,2.7376,10.0021
2.0906,78,0.5903,3.3923,17.3897
1.5307,79,0.4332,2.4895,7.4661
4.2599,68,0.533,3.0626,13.7095
3.0801,75,0.5528,3.1766,16.2126
1.6575,81,0.4371,2.5114,4.1623
4.1321,76,0.4949,2.8436,7.8963
-1.0345,44,0.35,2.0111,4.2893
1.9903,83,0.3527,2.0268,3.0012
3.3855,71,0.5574,3.2031,13.8412
3.7604,68,0.5035,2.8929,11.098
3.1871,65,0.2467,1.4175,1.9782
3.9549,52,0.1942,1.1156,1.6114
2.2567,87,0.5865,3.3704,19.5509
1.0287,65,0.477,2.741,10.8889
1.8343,75,0.2742,1.5756,2.0926
3.5857,67,0.4656,2.6752,6.3346
3.9904,72,0.3179,1.8265,2.3697
2.45,81,0.5796,3.3305,15.7398
2.8083,52,0.2158,1.24,1.787
-0.2949,92,0.5848,3.3601,17.8824
2.3246,84,0.547,3.1434,11.7728
2.8816,82,0.5162,2.9661,11.2908
3.6346,64,0.4285,2.462,5.0995
3.3045,60,0.3713,2.1334,3.2773
0.8004,65,0.4613,2.6508,7.8282
3.3589,63,0.508,2.9192,9.8407
1.1174,66,0.5349,3.0736,15.4641
2.0331,72,0.5175,2.9737,11.0293
1.5911,74,0.5388,3.0962,12.2435
3.5598,64,0.516,2.965,13.629
2.5097,66,0.48,2.7581,10.7311
4.0721,71,0.3807,2.1877,3.8153
3.0513,83,0.596,3.4247,19.9159
3.2227,80,0.5639,3.2404,12.4914
3.0735,70,0.4416,2.5375,6.7406
0.3755,102,0.5418,3.1131,10.2046
1.0655,76,0.5444,3.1282,14.6199
1.0577,69,0.4938,2.8377,10.9536
3.288,61,0.5237,3.0094,14.0921
3.0293,83,0.6199,3.5622,22.7181
4.1033,58,0.3262,1.8744,2.4933
-0.505,38,0.3085,1.7727,3.7074
3.8665,62,0.5017,2.883,9.6176
2.4575,75,0.5522,3.1732,17.4197
-0.1633,61,0.3276,1.8822,3.4722
1.8987,68,0.5399,3.1025,14.4835
3.937,72,0.479,2.7524,6.989
4.3996,72,0.5864,3.3697,21.3182
1.463,84,0.5773,3.3174,19.1784
0.9158,80,0.6201,3.5633,26.627
2.3024,80,0.5672,3.2593,15.5864
1.567,66,0.4662,2.6789,7.9013
0.885,85,0.5602,3.219,15.6699
0.508,98,0.6423,3.6905,28.5503
1.5566,65,0.2634,1.5134,1.9053
2.6988,47,0.4615,2.6521,8.8721
3.1751,52,0.1444,0.83,1.3513
3.3586,70,0.5559,3.1945,16.7815
3.9487,63,0.5291,3.0404,13.7534
3.6349,61,0.3739,2.1486,3.7756
2.4451,59,0.4346,2.4972,6.6248
2.3169,95,0.6028,3.4637,18.894
2.5584,54,0.5289,3.039,14.4447
2.913,52,0.3712,2.1328,3.5849
2.2693,57,0.4883,2.8059,10.9549
1.9142,72,0.5142,2.9546,10.3223
1.2049,59,0.4399,2.5279,7.7373
3.7481,62,0.59,3.3901,20.6107
3.6175,70,0.5098,2.9292,10.5715
4.3266,75,0.5398,3.1017,11.8647
0.5559,58,0.4792,2.7538,11.3865
3.8658,48,0.4874,2.8008,12.1186
0.1763,65,0.4549,2.614,8.1551
3.3121,78,0.5336,3.0661,12.1453
3.92,59,0.5306,3.0492,15.0935
1.8464,71,0.4867,2.797,8.3962
3.062,47,0.4026,2.3133,5.8622
3.4668,67,0.5464,3.1395,14.5869
2.8463,69,0.5008,2.8775,7.8995
0.5026,59,0.4541,2.6091,8.6052
3.8994,62,0.5117,2.9401,9.9844
4.2511,55,0.531,3.0513,15.9198
4.3749,65,0.5254,3.0189,12.1022
0.606,59,0.4066,2.3366,5.2648
3.2851,64,0.4802,2.7594,6.8203
2.2143,75,0.315,1.8098,2.4339
2.053,43,0.0942,0.5412,1.2066
2.5677,71,0.5096,2.9285,10.5806
4.2066,61,0.5634,3.2371,15.0388
0.8967,55,0.5347,3.0723,16.4808
3.9036,58,0.5471,3.1439,17.1279
2.3091,58,0.4895,2.8127,8.0336
0.763,51,0.3627,2.0841,3.9911
3.4556,73,0.3846,2.2098,3.4478
1.517,73,0.4416,2.5374,4.9141
2.6651,57,0.5441,3.1264,17.3628
2.6843,69,0.5173,2.9723,11.4788
2.0359,74,0.505,2.902,8.2036
2.1416,85,0.518,2.9764,9.6409
2.7724,56,0.5028,2.8895,11.5382
1.344,64,0.3621,2.0808,3.1041
3.7428,58,0.4203,2.4149,4.703
0.968,69,0.4774,2.743,7.5151
2.892,100,0.6192,3.5579,22.1697
3.1102,88,0.4351,2.5004,3.6527
3.1095,38,0.1674,0.9617,1.4823
4.3277,66,0.4647,2.6702,5.5485
0.0932,87,0.6004,3.4501,20.2257
1.5507,82,0.4242,2.4376,4.7094
2.1582,73,0.5875,3.3759,20.6814
4.0717,65,0.5675,3.2609,15.4206
3.073,63,0.5575,3.2034,15.0562
3.2854,67,0.5226,3.0033,14.0833
3.7813,56,0.5036,2.8938,9.8412
2.7145,62,0.5322,3.0579,13.0409
3.8002,45,0.3875,2.2264,4.8615
3.1615,73,0.5421,3.1152,14.9136
4.3432,66,0.5837,3.3538,20.4611
4.0594,59,0.4755,2.7326,7.7008
3.1253,68,0.5386,3.095,14.0739
4.0932,61,0.5698,3.2744,19.3055
4.5361,70,0.6129,3.5218,23.99
4.0302,56,0.5335,3.0658,16.1378
1.4309,62,0.4176,2.3999,5.2763
-0.4137,48,0.4691,2.6956,10.6125
4.1579,57,0.5562,3.1962,16.0244
4.0222,67,0.5536,3.1809,15.4089
2.0268,59,0.3229,1.8556,2.8997
4.1144,64,0.4887,2.8084,9.5639
1.8277,57,0.1773,1.0186,1.5066
2.2651,62,0.4756,2.7328,9.1847
3.9669,69,0.5318,3.0556,10.2919
4.5367,66,0.5569,3.1999,16.0124
4.0971,62,0.5513,3.168,16.6592
2.787,74,0.5895,3.3873,21.1785
-0.0193,58,0.5258,3.0214,15.1308
2.5189,60,0.2524,1.4502,1.9036
2.7034,78,0.4425,2.5426,4.3258
2.7414,81,0.5364,3.0824,14.2144
1.9053,71,0.5401,3.1033,15.1111
0.7317,97,0.5798,3.3315,16.1124
3.8422,56,0.2548,1.4642,2.0131
3.9136,71,0.5551,3.1898,13.8242
3.2952,80,0.5674,3.2607,17.2669
2.5687,69,0.5181,2.977,10.5134
4.1545,49,0.4735,2.7206,8.3208
2.4705,62,0.2449,1.4073,1.8181
1.3542,79,0.5535,3.1807,15.4167
1.3553,90,0.4538,2.6076,4.7303
3.2912,48,0.4479,2.574,7.9795
3.7396,63,0.4058,2.332,3.5713
1.0148,76,0.5163,2.9669,10.3909
2.3816,68,0.5381,3.0923,12.094
4.1526,82,0.5176,2.974,8.9934
2.7535,74,0.4293,2.4666,4.7841
3.2786,61,0.4666,2.681,9.2598
3.0022,67,0.5117,2.9401,12.3315
3.2571,68,0.4399,2.5279,4.2315
1.9137,66,0.5026,2.8881,9.0058
2.5011,82,0.5572,3.2017,13.2769
0.169,64,0.4791,2.7529,11.2606
4.6221,60,0.4283,2.4612,5.5802
3.193,60,0.513,2.948,11.9402
3.8766,69,0.5529,3.1768,12.3027
3.342,50,0.4815,2.7671,8.8384
4.0119,67,0.5426,3.118,13.2636
4.276,68,0.5424,3.1165,11.7921
3.0254,63,0.4403,2.5303,4.8561
4.5299,64,0.5525,3.1746,16.0844
1.631,72,0.5968,3.4292,20.0592
2.094,71,0.5131,2.9482,9.2979
3.7519,61,0.5052,2.9028,9.9138
4.3101,57,0.5729,3.2922,18.9911
3.8843,54,0.4966,2.8536,9.8551
3.6586,47,0.4706,2.7039,8.3821
2.954,52,0.4818,2.7683,7.9691
3.5987,56,0.4231,2.4313,4.2083
2.9785,62,0.5421,3.1149,12.4378
4.1032,59,0.5805,3.3356,20.6059
2.385,57,0.5496,3.1579,15.7075
1.1409,44,0.4612,2.6504,7.7361
1.1781,48,0.4482,2.5754,7.6238
1.4593,58,0.4904,2.8179,10.0433
3.1645,67,0.5096,2.9281,9.2871
2.6212,58,0.5058,2.9067,11.4528
3.6706,70,0.5723,3.2885,15.0931
3.7891,59,0.564,3.2409,15.1002
-2.7871,41,0.3031,1.7419,3.5285
0.5331,61,0.467,2.6834,8.6964
2.3914,61,0.358,2.0573,2.8922
3.7505,52,0.1562,0.8977,1.4099
1.7903,78,0.6053,3.4779,20.0025
4.1639,63,0.5263,3.0242,12.2754
2.0624,70,0.5492,3.1559,15.52
3.7889,69,0.5914,3.3982,21.3667
2.8497,63,0.5657,3.2506,18.5717
3.5233,40,0.147,0.8449,1.3796
3.5228,63,0.5066,2.9112,8.0477
3.1115,59,0.4053,2.3286,4.4135
1.8117,50,0.435,2.4998,6.6405
2.2874,69,0.3867,2.2219,3.4671
3.4902,56,0.5028,2.8894,10.955
1.6461,59,0.5012,2.8798,8.6123
1.9516,74,0.5711,3.2816,16.4146
2.9392,57,0.1885,1.0833,1.5344
3.4622,61,0.2014,1.1574,1.6989
3.8257,59,0.5381,3.0918,15.0167
3.1504,68,0.5744,3.3007,18.9767
1.0449,51,0.5071,2.9138,12.1411
1.7258,78,0.5632,3.2361,16.6376
2.7084,69,0.465,2.6723,7.3714
1.8353,76,0.5625,3.2324,15.0036
3.0039,79,0.4035,2.3186,3.6492
3.2023,83,0.4038,2.3201,3.5126
3.9233,66,0.4958,2.8487,8.0996
4.3485,62,0.2826,1.624,2.0914
2.1733,69,0.5538,3.182,14.6004
2.3957,70,0.5685,3.2665,17.6679
3.7192,66,0.4685,2.6919,6.3142
1.8173,72,0.487,2.7982,8.9311
2.6154,73,0.5093,2.9263,12.5743
3.3783,81,0.5176,2.9741,11.1206
2.5178,73,0.5997,3.446,23.1681
0.1937,58,0.2357,1.3544,1.7274
2.8781,77,0.5003,2.8748,9.7975
2.2817,52,0.4775,2.7436,9.9551
1.1461,42,0.3803,2.1854,5.3439
3.6862,66,0.5423,3.1163,13.2269
3.7071,52,0.1353,0.7774,1.3175
0.4497,101,0.4982,2.863,7.3593
3.1263,59,0.5211,2.9943,14.001
3.173,67,0.3363,1.9325,2.5817
3.1759,51,0.1654,0.9503,1.4197
1.5445,74,0.4811,2.7645,10.8404
4.4105,68,0.5704,3.2775,18.5586
3.1251,83,0.5831,3.3506,16.785
1.3928,61,0.3169,1.8208,2.4767
2.5047,68,0.5211,2.9944,12.8601
3.6194,76,0.4725,2.7149,6.4425
2.4464,81,0.5251,3.0173,11.958
3.7439,64,0.5054,2.9043,11.4118
-0.4476,88,0.5827,3.3485,19.8039
0.843,83,0.4842,2.7821,9.4082
2.1278,68,0.2312,1.3287,1.7078
3.8496,75,0.5688,3.2687,15.5755
3.9918,61,0.3411,1.9599,2.9306
3.1506,61,0.5467,3.1412,15.7516
4.42,68,0.5801,3.3331,18.2547
2.9685,72,0.489,2.8097,8.8517
4.3691,55,0.5477,3.1473,15.1318
-2.309,57,0.4922,2.8282,9.428
2.6086,70,0.4816,2.7675,6.9596
3.4353,63,0.3928,2.2571,3.6316
3.0748,67,0.5813,3.3403,19.6392
2.5206,66,0.5169,2.97,10.4884
2.7439,66,0.3509,2.0165,2.9732
2.2354,70,0.53,3.0454,12.0453
3.8381,66,0.5645,3.2436,14.3189
2.1196,82,0.5886,3.3824,17.9576
2.7161,65,0.5232,3.0064,12.4796
1.4149,85,0.5926,3.4052,20.9512
2.7215,62,0.5143,2.9555,11.9461
2.0792,75,0.5917,3.4001,20.0537
1.8881,76,0.5948,3.4176,20.6275
3.7223,70,0.5429,3.1197,14.5989
1.7397,63,0.5003,2.8746,10.1254
1.5089,72,0.5114,2.9384,10.5176
1.6309,74,0.5487,3.1531,15.237
-0.1372,56,0.4745,2.7266,10.0587
1.3593,87,0.5778,3.3202,19.3938
3.898,68,0.5069,2.9127,11.3189
-0.2702,86,0.5071,2.9138,8.991
-1.5347,64,0.4579,2.631,7.9352
0.4643,85,0.5618,3.2284,16.9546
-0.6512,71,0.5046,2.8997,10.47
-0.131,80,0.4528,2.6018,8.3901
0.2492,91,0.5513,3.1681,14.9896
0.1511,87,0.4012,2.3052,3.7019
-0.8741,62,0.403,2.3158,5.5754
1.4038,66,0.3849,2.212,4.9349
-2.473,71,0.349,2.0054,3.3534
-0.3111,66,0.4714,2.7086,10.5857
0.6962,53,0.1937,1.113,1.6341
-0.4245,112,0.4811,2.7646,6.7078
1.8779,64,0.2308,1.3265,1.8077
-1.0155,71,0.5116,2.94,12.473
-0.0608,82,0.4205,2.4164,5.2297
-0.3925,80,0.488,2.8041,9.0793
-2.2934,70,0.4646,2.6698,8.8634
1.3835,97,0.511,2.9364,8.5183
-3.0872,56,0.396,2.2753,4.6465
0.8708,58,0.2999,1.7232,2.528
-3.76,76,0.4905,2.8183,10.9307
-3.8644,68,0.5096,2.9283,11.8297
-1.1017,66,0.4416,2.5374,6.2856
0.402,78,0.3277,1.8828,3.4914
-3.2037,108,0.5581,3.2071,14.2732
2.4611,66,0.3188,1.832,3.0936
-0.1459,100,0.5224,3.0016,11.0145
-0.6539,107,0.4951,2.8449,8.9824
0.413,83,0.5415,3.1118,12.6846
0.1741,84,0.461,2.649,7.3232
-0.0903,98,0.5165,2.9679,10.8436
-1.0792,82,0.443,2.5458,5.4244
0.8232,98,0.6163,3.5413,23.9408
0.1316,81,0.3879,2.2289,3.5613
-1.4859,86,0.4092,2.3514,4.6063
-1.3833,79,0.3758,2.1596,3.7133
-0.0237,54,0.4412,2.5352,8.7896
-3.9842,101,0.5087,2.923,12.2713
-1.7142,74,0.4116,2.3651,4.5544
-0.8401,113,0.5606,3.2214,12.853
